base_price,competitor_price,demand,stock,is_holiday,target_price
91.44,81.07,0.45,9,1,97.13
137.06,152.75,0.69,12,1,156.65
68.9,85.18,0.0,129,1,72.09
92.05,100.33,0.27,171,0,80.22
237.07,246.2,0.21,165,0,217.7
465.94,474.44,0.63,161,0,450.29
270.66,281.57,0.6,172,0,266.01
411.03,430.56,0.38,73,0,416.11
163.65,158.54,0.44,91,1,174.42
65.03,48.67,0.41,152,0,55.86
151.01,153.09,0.56,193,0,144.35
289.0,285.33,0.48,8,0,295.18
77.53,63.76,0.56,35,0,76.09
97.36,108.12,0.0,134,0,89.17
199.54,198.36,0.73,7,0,216.43
496.79,479.67,0.29,151,0,439.85
380.36,364.52,0.53,73,1,397.1
260.06,274.49,0.79,194,0,273.28
444.47,461.6,0.83,119,0,477.77
216.98,222.35,0.54,20,1,232.16
339.6,355.69,0.0,33,0,318.89
355.5,358.02,0.55,147,0,353.81
347.29,341.87,0.43,112,0,341.51
329.01,314.91,0.56,104,0,328.41
434.42,415.31,0.18,113,0,399.49
130.32,140.59,0.76,44,1,146.27
310.75,326.84,0.5,101,0,311.19
143.94,143.37,0.44,185,1,148.57
474.64,482.37,0.52,94,0,474.69
128.61,121.63,0.64,158,1,131.82
312.72,319.58,0.25,121,0,289.42
143.04,147.9,0.69,128,0,145.19
382.78,394.13,0.52,155,0,373.85
389.9,405.97,0.12,30,0,364.99
103.95,120.41,0.4,112,0,110.57
243.24,240.89,0.67,16,0,247.07
272.11,279.97,0.31,199,1,277.09
248.06,259.9,0.29,176,0,229.78
301.28,282.52,0.09,81,0,269.75
275.91,279.44,0.07,37,0,256.16
212.49,226.58,0.85,38,0,236.12
61.19,56.27,0.59,135,0,57.45
186.18,190.67,0.84,54,0,198.8
336.44,351.7,0.41,38,0,336.92
303.52,288.07,0.42,118,0,296.33
394.5,377.26,0.35,113,0,393.98
53.71,68.9,0.35,85,0,62.31
263.79,252.75,0.11,81,0,237.13
256.13,241.4,0.28,131,0,229.17
376.04,381.85,0.63,141,0,382.33
114.03,122.37,0.0,105,0,111.93
379.05,385.62,0.66,190,0,372.22
321.31,324.47,0.47,182,0,313.67
80.76,93.81,0.57,128,0,88.54
378.4,364.98,0.14,58,0,350.32
462.59,476.63,0.63,75,0,470.52
213.41,231.47,0.55,192,0,216.0
231.84,237.98,0.45,187,0,228.39
485.59,478.39,0.48,131,0,482.14
159.84,169.0,0.43,160,0,154.54
112.58,101.34,0.36,36,0,113.38
252.56,262.33,0.52,28,0,259.17
222.56,215.09,0.47,57,0,220.13
69.98,82.68,0.49,158,1,73.62
326.25,318.72,0.49,22,0,326.63
359.59,352.51,0.54,108,1,382.31
241.06,254.45,0.46,72,0,244.06
103.83,100.5,0.96,23,1,118.25
89.54,96.86,0.86,11,0,103.49
167.05,184.73,0.81,51,0,179.84
317.55,321.12,0.29,189,0,287.66
490.74,489.32,0.79,64,0,524.62
468.69,484.29,0.36,132,0,472.81
267.9,281.16,0.69,108,0,274.46
226.95,240.01,0.32,136,0,235.73
95.31,92.26,0.31,13,0,98.34
114.17,116.44,0.31,155,0,106.18
110.03,117.48,0.18,79,1,109.13
423.48,409.66,0.53,41,0,420.43
376.75,369.33,0.76,14,0,413.03
81.95,83.64,0.57,137,0,86.89
375.31,382.89,0.64,184,0,367.32
295.71,297.59,0.47,77,0,298.25
498.9,491.85,0.38,142,0,497.22
428.24,443.58,0.41,166,0,412.89
469.01,463.47,0.31,156,0,452.21
219.04,204.68,0.65,44,0,217.77
370.64,365.36,0.59,189,0,359.47
299.98,307.58,0.71,3,0,335.27
384.62,378.18,0.44,24,0,385.78
266.57,264.6,0.57,82,0,269.63
304.84,313.32,0.0,8,1,313.57
323.12,325.71,0.55,71,0,322.25
201.83,186.74,0.55,94,0,200.38
168.53,148.69,0.31,84,1,172.22
375.89,370.55,0.5,130,1,391.62
476.57,479.45,0.49,185,0,464.7
371.8,377.38,0.11,126,0,342.89
403.0,410.15,0.69,71,0,408.26
391.51,382.14,0.49,41,0,385.85
345.3,340.7,0.4,154,0,336.22
107.83,91.34,0.74,98,1,114.46
142.93,161.72,0.47,113,0,146.5
418.61,401.41,0.49,151,0,394.95
82.12,92.54,0.07,143,0,77.31
84.92,70.72,0.46,197,0,76.5
326.17,331.12,0.0,31,1,321.31
448.49,463.95,0.41,73,0,451.65
231.34,212.0,0.4,172,0,214.19
450.36,454.71,0.72,80,1,509.65
184.46,198.8,0.62,25,0,190.72
478.0,461.08,0.63,13,0,486.1
154.84,171.06,0.69,97,0,155.51
449.14,437.08,0.19,93,0,418.56
258.74,241.09,0.32,153,0,245.1
397.47,414.59,0.74,136,0,427.11
102.86,90.05,0.51,162,0,91.48
205.51,191.45,0.59,97,0,202.24
81.4,71.64,0.98,74,0,83.2
84.18,92.0,0.79,92,0,89.06
388.97,399.4,0.55,128,0,394.2
143.98,136.25,0.76,17,0,159.37
330.54,336.32,0.3,154,0,299.64
189.73,209.5,0.71,167,0,196.69
69.25,59.02,0.52,44,0,68.73
312.4,329.83,0.3,79,1,314.89
459.37,459.74,0.37,170,0,442.72
335.32,325.6,0.57,154,0,315.89
53.76,38.17,0.35,135,1,49.04
69.12,55.52,0.36,107,0,63.09
488.88,497.06,0.39,107,1,519.5
243.44,249.1,0.56,108,1,260.47
379.75,383.24,0.81,10,0,418.32
227.78,214.87,0.44,93,0,225.58
453.13,456.25,0.25,162,0,412.73
473.39,461.15,0.52,175,0,456.31
149.9,143.61,0.58,60,1,157.97
246.36,257.95,0.79,84,1,278.56
159.01,148.74,0.45,29,1,167.55
463.79,465.12,0.56,153,1,473.97
429.64,420.09,0.55,144,1,452.54
491.92,474.44,0.34,83,0,491.37
466.12,483.53,0.6,44,0,471.98
104.0,105.28,0.06,69,0,98.37
422.57,430.87,1.0,55,0,450.45
59.38,64.53,0.38,29,0,60.47
263.37,262.09,0.36,179,0,250.94
126.38,106.38,0.42,8,0,122.24
184.04,186.46,0.83,191,0,193.52
158.36,156.78,0.31,195,1,162.69
104.73,87.33,0.84,178,1,111.24
152.38,136.46,0.36,45,1,157.17
141.42,158.2,0.63,188,0,139.69
129.56,113.66,0.4,140,1,127.09
59.46,58.1,0.66,159,0,53.6
224.62,212.05,0.29,99,0,207.17
450.68,467.32,0.33,124,1,485.15
421.82,415.18,0.38,13,0,436.81
497.02,482.28,0.52,161,1,499.93
89.58,97.78,0.45,30,1,101.73
431.22,423.61,0.54,87,0,428.16
328.4,326.16,0.22,48,0,302.95
224.22,229.12,0.52,197,0,219.8
413.38,419.92,0.48,118,0,415.66
98.22,93.89,0.18,196,0,82.14
65.34,72.74,0.63,14,1,69.07
489.93,470.12,0.42,29,0,484.4
451.55,458.75,0.65,192,0,438.19
467.59,464.74,0.47,76,1,491.21
448.67,462.57,0.71,136,0,481.3
168.91,185.31,0.45,190,0,171.47
488.41,485.99,0.62,2,0,500.04
219.53,227.37,0.69,29,0,218.95
330.58,324.89,0.36,95,0,324.11
324.69,333.91,0.42,39,0,328.96
390.65,400.63,0.45,54,0,392.69
151.84,132.53,0.22,162,0,132.1
468.75,465.89,0.57,11,0,484.91
336.63,355.53,0.47,166,1,347.47
443.9,431.47,0.36,103,0,442.81
311.41,316.43,0.46,160,0,303.14
297.16,288.08,0.42,5,0,303.09
383.23,397.73,0.24,16,0,374.42
233.09,223.57,0.25,0,0,220.57
359.13,350.7,0.46,41,0,352.71
375.24,365.94,0.73,6,1,434.8
205.44,215.56,0.74,117,0,226.09
119.42,112.79,0.45,98,0,118.22
310.41,298.69,0.61,184,0,292.17
101.32,95.23,0.74,61,0,109.63
326.98,311.01,0.26,57,0,299.04
341.82,322.95,0.95,176,0,349.3
360.59,357.53,0.38,27,0,355.45
226.26,212.42,0.63,113,0,222.58
154.03,147.78,0.7,132,0,160.7
96.96,79.96,0.56,62,0,96.74
348.97,356.21,0.52,54,1,371.22
430.99,431.74,0.41,180,0,411.86
371.35,379.47,0.54,150,1,391.47
165.43,147.57,0.98,76,0,171.15
412.56,399.02,0.7,135,0,434.13
346.38,365.4,0.27,80,0,331.82
311.6,305.68,0.62,157,0,299.13
437.87,437.54,0.23,49,0,408.9
297.46,290.7,0.47,192,0,287.87
268.47,261.89,0.25,39,0,245.42
326.72,345.81,0.46,92,0,333.5
328.62,329.8,0.44,65,1,343.4
73.84,88.06,0.47,190,0,78.31
399.26,400.67,0.46,32,0,397.83
302.5,303.84,0.79,118,0,323.54
80.83,67.57,0.4,46,0,73.04
465.82,448.92,0.54,106,0,464.59
417.0,421.72,0.58,119,0,418.29
495.44,484.0,0.17,3,0,475.73
202.54,197.73,0.37,121,0,204.99
144.42,163.7,0.49,114,0,149.03
474.9,478.48,0.88,14,0,527.19
495.13,510.68,0.34,4,0,518.27
355.85,349.9,0.14,29,0,328.78
55.57,51.55,0.68,81,0,59.06
113.15,116.64,0.48,71,0,117.03
100.67,117.16,0.59,51,0,101.53
130.21,137.75,0.25,0,0,127.46
406.95,392.96,0.24,192,0,361.12
415.41,401.65,0.73,100,0,437.31
345.27,359.46,0.34,198,0,336.38
267.46,279.07,0.27,135,0,251.54
163.4,156.46,0.5,96,0,159.14
428.4,410.41,0.34,124,1,447.67
124.4,141.81,0.69,38,0,125.54
166.89,168.95,0.8,55,0,181.75
253.1,271.44,0.67,170,0,252.12
107.76,103.04,0.27,11,0,98.76
290.99,280.2,0.54,64,0,288.16
135.4,122.88,0.84,41,0,145.84
490.66,496.85,0.45,62,0,489.3
50.59,64.72,0.57,96,0,53.5
490.05,487.43,0.48,58,0,488.69
300.39,301.09,0.26,125,0,284.43
72.07,87.54,0.18,174,0,67.71
131.67,121.45,0.58,65,0,128.72
119.15,123.81,0.55,110,1,129.17
188.78,203.85,0.27,78,0,180.76
406.04,408.43,0.36,61,0,404.65
127.5,137.99,0.45,183,0,129.0
244.44,248.23,0.23,75,0,230.52
356.1,347.79,0.27,17,0,340.35
230.42,227.66,0.49,177,0,220.36
57.07,55.39,0.36,66,0,55.5
78.86,67.91,0.62,189,0,69.16
83.38,103.06,0.61,83,0,92.5
280.31,289.03,0.28,68,0,262.06
492.12,498.73,0.28,188,0,439.95
231.45,226.42,0.31,190,0,221.17
260.64,280.09,0.29,182,0,243.93
203.77,202.35,0.44,145,1,219.56
195.92,185.35,0.6,104,0,194.28
74.16,66.7,0.55,103,0,69.48
90.16,73.31,0.28,132,0,80.05
183.32,179.93,0.37,140,0,185.91
268.89,254.27,0.7,114,0,269.42
186.11,191.51,0.78,26,0,203.54
161.92,169.05,0.58,130,0,165.73
454.95,446.35,0.62,7,0,464.51
317.51,311.31,0.9,44,0,338.6
93.1,79.51,0.46,179,1,86.43
335.55,342.92,0.35,130,1,358.72
446.66,452.21,0.25,81,0,419.01
247.29,249.38,0.12,59,0,230.29
309.09,304.49,0.44,50,0,311.66
439.81,455.42,0.31,42,0,440.5
382.18,390.43,0.5,192,0,367.84
333.69,343.11,0.57,153,0,327.07
238.84,222.71,0.49,68,0,236.39
270.55,251.71,0.39,140,0,260.86
124.19,111.14,0.4,148,0,119.31
355.26,365.82,0.66,60,0,355.84
357.83,341.24,0.62,153,0,337.13
178.29,176.5,0.41,94,1,191.19
465.9,466.11,0.39,194,0,451.34
344.76,342.6,0.21,197,1,328.21
194.56,178.69,0.38,129,0,187.74
393.49,403.31,0.52,109,0,398.91
228.85,217.27,0.66,31,0,227.9
146.3,154.96,0.51,8,0,155.17
117.86,131.29,0.16,135,0,110.66
406.38,416.1,0.48,2,0,423.09
197.72,184.05,0.6,158,0,190.86
400.32,382.58,0.3,142,0,398.37
325.86,312.75,0.85,89,1,365.51
187.73,176.44,0.51,98,0,186.19
483.7,500.93,0.82,84,1,555.0
349.89,353.2,0.6,124,0,349.56
295.36,296.01,0.44,195,0,280.5
111.68,98.61,0.37,118,0,110.69
351.94,358.74,0.53,0,0,367.5
238.94,243.47,0.92,123,0,261.77
166.44,158.81,0.57,16,0,166.76
219.27,217.98,0.43,177,0,215.45
393.04,392.3,0.63,19,0,401.76
225.3,232.95,0.56,190,1,231.24
211.65,203.36,0.6,196,0,198.7
387.5,378.52,0.39,26,0,384.15
301.43,283.75,0.44,183,0,286.5
453.29,437.64,0.52,26,0,446.47
316.62,308.53,0.52,51,0,314.32
116.08,118.12,0.47,144,0,120.24
499.55,492.28,0.58,195,0,478.41
128.09,123.02,0.41,94,0,127.14
145.95,153.47,0.49,73,0,152.12
487.03,498.48,0.61,71,0,494.9
447.83,431.19,0.19,6,1,449.57
200.4,188.71,0.52,14,0,200.08
344.16,358.2,0.41,87,0,346.77
130.42,133.82,0.57,154,0,130.69
217.03,200.04,0.48,192,1,217.13
186.23,178.07,0.61,71,1,194.74
269.85,254.41,0.45,30,0,261.63
94.95,97.42,0.37,54,0,95.56
241.4,238.42,0.44,179,0,235.92
172.17,153.73,0.7,119,1,174.11
454.74,466.37,0.86,179,0,477.23
498.27,482.93,0.67,61,0,497.05
219.15,220.43,0.53,172,0,211.13
472.77,469.91,0.58,51,0,467.03
106.39,99.39,0.7,118,0,102.67
346.08,354.79,0.53,58,0,344.34
288.59,304.65,0.69,152,0,280.96
189.51,190.63,0.63,123,0,186.74
321.51,302.76,0.43,134,0,320.61
451.91,445.61,0.36,104,0,454.79
72.41,59.64,0.32,86,0,70.88
330.95,320.46,0.57,0,0,343.07
108.09,113.41,0.35,20,0,106.37
377.54,364.88,0.6,19,0,386.39
432.78,415.85,0.65,56,0,422.94
458.91,459.65,0.45,13,0,474.03
473.11,480.82,0.43,159,0,460.02
405.35,417.83,0.69,119,0,410.99
491.24,509.87,0.43,142,0,500.3
236.63,218.08,0.42,40,0,234.53
293.03,289.6,0.51,73,0,292.6
334.13,323.81,0.57,43,0,334.87
100.65,107.84,0.47,136,0,104.55
291.8,289.57,0.16,190,1,274.76
338.5,356.65,0.45,190,0,335.44
117.6,123.95,0.74,180,1,129.16
499.48,502.65,0.52,110,0,497.89
309.83,306.55,0.4,25,0,305.79
488.27,482.74,0.82,170,0,502.06
170.94,172.12,0.8,87,1,189.79
172.33,191.5,0.68,71,1,185.46
126.35,125.71,0.28,142,0,120.55
211.21,195.17,0.61,150,0,204.96
126.43,110.68,0.79,172,0,128.24
146.54,165.64,0.47,113,0,149.28
398.42,406.92,0.41,169,1,403.4
410.98,428.86,0.37,64,0,416.56
198.91,200.61,0.45,167,0,196.78
116.06,123.75,0.5,125,0,115.08
304.18,312.32,0.68,150,1,322.42
308.26,289.35,0.68,67,1,314.89
448.45,431.11,0.3,102,0,410.26
479.6,487.47,0.66,120,0,483.69
466.06,478.72,1.0,171,0,483.04
158.66,141.15,0.47,51,0,155.44
184.6,194.94,0.47,50,0,185.89
73.07,68.9,0.55,12,0,75.98
425.03,434.07,0.24,56,0,400.33
390.87,387.64,0.45,37,0,390.62
440.58,457.76,0.13,4,1,449.45
470.82,489.02,0.37,171,1,480.66
192.43,211.08,0.46,130,0,196.59
311.8,295.79,0.5,102,0,304.2
342.55,358.72,0.11,83,0,320.12
135.39,152.45,0.49,179,0,140.18
392.69,400.54,0.4,84,1,419.88
453.74,451.29,0.4,194,0,435.24
432.52,436.65,0.21,41,1,420.53
353.9,371.2,0.65,49,0,363.46
288.16,268.56,0.29,125,0,264.37
353.41,346.85,0.56,90,0,349.6
495.99,493.25,0.26,81,0,458.1
92.67,86.55,0.34,199,0,85.47
161.78,169.17,0.73,42,0,179.91
438.02,424.74,0.31,87,0,437.54
469.54,473.59,0.4,123,0,474.29
397.2,379.78,0.23,77,1,386.38
59.96,62.55,0.62,192,0,58.96
101.41,103.38,0.33,20,0,103.49
355.1,370.4,0.76,111,0,385.88
293.46,310.55,0.5,123,0,295.46
336.35,336.36,0.65,119,0,332.62
246.78,256.07,0.27,88,1,243.21
198.1,200.96,0.69,40,0,202.28
256.69,263.87,0.44,192,0,252.3
435.37,427.77,0.52,169,0,415.33
222.94,205.15,0.54,97,0,216.91
275.77,291.81,0.76,90,1,318.31
59.15,68.14,0.42,100,0,65.58
64.47,80.31,0.64,23,0,72.68
415.58,414.64,0.41,126,0,418.87
154.68,166.92,0.62,22,1,168.36
393.83,377.18,0.6,101,0,387.44
442.61,457.67,0.35,169,0,428.37
78.72,71.94,0.58,75,0,77.17
266.48,248.31,0.45,137,0,258.83
324.38,331.85,0.96,97,0,353.15
132.86,146.47,0.21,25,0,123.01
113.37,130.06,0.34,122,0,118.14
190.51,181.91,0.48,68,1,200.49
441.39,453.27,0.74,14,0,493.45
141.75,157.86,0.37,135,0,145.49
481.97,475.37,0.6,72,0,482.28
143.18,138.26,0.58,189,0,140.58
224.41,227.46,0.42,31,0,222.86
272.25,277.0,0.59,17,1,294.4
100.49,120.11,0.4,77,0,104.85
143.77,141.6,0.28,3,0,137.01
119.95,123.79,0.34,23,0,118.01
444.34,447.23,0.26,65,1,438.44
53.65,58.31,0.53,171,0,50.96
158.46,158.37,0.46,72,1,163.98
169.49,167.31,0.33,133,0,167.54
369.03,358.07,0.79,104,0,387.13
104.46,121.66,0.78,117,0,113.92
434.59,422.36,0.55,148,0,431.01
105.88,123.41,0.74,121,1,120.67
192.98,212.62,0.71,24,0,211.32
186.24,184.67,0.36,110,0,183.39
70.12,60.84,0.23,193,1,65.19
448.98,457.67,0.44,144,0,453.87
453.57,435.68,0.65,159,0,433.52
65.12,61.0,0.81,116,0,67.49
243.07,232.14,0.61,183,0,235.68
228.16,236.89,0.2,143,0,217.62
191.61,190.89,0.66,101,0,187.93
109.95,98.12,0.35,64,0,110.46
121.84,102.98,0.7,37,0,115.4
464.18,479.34,0.04,74,0,434.83
75.84,81.43,0.28,128,0,71.93
271.23,251.96,0.43,130,0,263.54
448.59,440.52,0.29,58,1,442.37
290.07,303.13,0.4,176,0,287.28
320.97,319.13,0.44,199,0,310.28
71.75,86.64,0.8,181,0,80.09
347.65,361.57,0.09,190,0,314.18
149.86,156.82,0.48,14,0,158.63
325.78,334.55,0.31,79,0,330.16
485.71,471.47,0.42,175,0,469.16
212.67,208.43,0.63,47,0,214.92
149.04,136.25,1.0,153,0,153.86
437.7,424.27,0.77,134,1,495.53
409.19,413.81,0.56,141,0,408.73
473.55,487.53,0.31,146,0,475.76
178.24,173.82,0.73,0,0,198.88
125.86,131.12,0.49,186,0,126.12
203.3,198.87,0.48,138,0,201.72
99.51,101.9,0.51,86,1,105.74
471.62,451.67,0.44,8,0,479.26
300.6,312.08,0.63,145,1,316.9
114.29,128.77,0.27,45,0,107.82
374.34,379.59,0.43,120,0,374.1
480.44,492.0,0.33,195,0,466.25
116.95,123.22,0.62,22,0,120.4
344.21,328.01,0.73,95,0,364.22
354.38,364.92,0.68,42,0,358.28
197.65,210.46,0.47,124,0,205.87
113.72,108.75,0.23,105,0,100.14
316.6,326.95,0.56,3,1,346.97
158.12,148.65,0.24,16,0,151.16
143.33,160.38,0.36,145,0,146.07
150.14,158.5,0.34,154,0,149.33
162.86,152.98,0.76,111,0,168.29
168.13,177.95,0.63,113,1,184.44
55.23,73.87,0.79,30,0,62.4
181.25,166.18,0.47,199,1,179.67
240.87,254.86,0.69,3,0,255.02
104.59,91.61,0.39,8,0,108.78
145.34,127.7,0.27,117,1,132.27
417.57,418.25,0.52,168,1,424.33
331.05,349.57,0.47,120,0,341.4
491.18,486.3,0.75,6,0,539.32
364.54,362.79,0.27,70,0,335.51
235.18,239.22,0.52,40,1,245.29
444.15,445.12,0.17,190,1,423.95
164.24,157.5,0.34,4,0,172.01
69.95,62.85,0.64,37,0,65.11
140.49,156.78,1.0,127,0,154.34
112.75,113.04,0.72,105,1,129.37
56.05,44.23,0.63,77,0,50.03
357.51,366.48,0.55,2,0,368.94
483.4,468.32,0.58,171,0,462.17
374.17,382.25,0.75,152,0,391.94
153.87,167.82,0.0,181,0,137.93
98.84,99.83,0.35,180,1,100.4
127.91,109.82,0.74,112,0,132.69
237.11,255.7,0.47,158,0,232.97
452.4,435.21,0.51,37,0,450.98
201.61,206.4,0.59,76,0,200.84
92.07,80.51,0.45,196,0,80.61
481.54,475.31,0.58,30,0,484.38
404.2,422.72,0.43,160,1,419.53
200.97,195.49,0.05,19,1,197.57
396.15,405.06,0.52,195,0,386.82
358.34,339.42,0.44,190,1,362.08
137.87,141.86,0.64,60,0,136.07
100.95,114.66,0.32,33,0,106.89
428.72,414.03,0.3,128,0,420.09
316.97,304.54,0.69,191,0,302.68
145.18,136.66,0.43,63,0,138.51
343.39,342.87,0.79,120,0,372.08
469.23,478.71,0.17,165,0,420.49
308.18,311.23,0.48,161,1,312.46
207.82,196.49,0.62,155,0,197.28
123.79,122.33,0.45,196,1,129.49
160.16,163.14,1.0,101,0,175.9
121.62,102.23,0.07,152,1,112.31
95.02,112.38,0.18,37,0,97.69
58.68,64.82,0.81,32,0,59.84
302.97,301.58,0.29,88,0,286.19
396.72,415.36,0.0,167,1,379.04
131.82,129.65,0.82,192,0,135.78
130.93,124.83,0.74,98,0,139.57
248.93,254.07,0.85,174,1,275.18
162.59,171.56,0.31,96,0,168.38
298.27,290.94,0.54,167,0,287.82
303.22,322.2,0.63,77,0,312.18
120.34,114.1,0.56,195,0,114.88
162.21,174.89,0.25,181,1,152.76
387.38,370.24,0.58,138,1,399.25
348.12,342.97,0.23,22,1,337.33
256.48,245.13,0.77,131,0,271.24
178.54,168.48,0.41,79,0,173.1
118.71,134.18,0.56,195,0,119.57
261.16,261.61,0.78,180,1,284.46
466.94,447.33,0.74,178,0,472.46
390.47,403.77,0.55,62,0,390.53
91.66,100.16,0.69,144,1,97.67
475.2,455.74,0.32,55,0,464.67
352.83,365.48,0.43,14,0,369.18
423.07,404.66,0.49,137,0,416.88
256.51,275.3,0.53,108,1,271.69
107.86,107.7,0.86,42,0,111.9
393.98,402.94,0.43,44,0,393.14
307.91,327.01,0.36,113,0,317.29
466.7,447.66,0.25,54,1,447.3
446.56,462.34,0.27,2,0,431.6
269.83,277.89,0.52,122,0,272.43
284.82,286.39,0.45,168,0,273.53
309.05,312.81,0.5,164,1,320.09
489.15,506.72,0.52,166,1,507.21
433.08,430.41,0.15,162,0,387.73
354.38,341.39,0.0,126,0,326.01
479.88,471.87,0.6,75,0,481.97
118.25,101.53,0.75,138,0,123.7
151.38,138.03,0.45,6,0,156.66
187.0,187.01,0.26,70,0,175.83
277.81,279.34,0.44,42,0,278.96
451.94,457.4,0.72,97,0,480.91
436.93,448.05,0.75,190,0,449.16
147.76,130.37,0.64,73,0,144.5
398.31,380.03,0.66,114,0,388.67
131.6,130.63,0.31,199,0,130.55
355.31,368.07,0.58,72,0,358.52
399.19,407.96,0.74,125,0,433.22
195.91,199.64,0.87,90,0,213.15
248.4,263.93,0.61,37,1,265.69
255.93,248.92,0.62,147,1,271.24
369.42,376.51,0.82,163,0,381.82
108.09,106.35,0.63,85,0,103.13
410.44,400.82,0.21,122,1,404.03
405.55,411.93,0.92,35,1,457.57
166.09,176.36,0.4,159,1,174.26
392.23,393.15,0.78,157,0,400.81
403.25,401.43,0.23,18,0,385.16
117.11,130.29,0.49,134,1,129.07
214.71,206.87,0.55,88,0,208.52
322.53,341.87,0.36,38,0,323.71
243.42,225.94,0.53,170,0,230.78
412.75,410.26,0.79,191,0,421.11
324.44,322.17,0.51,44,0,328.45
138.78,156.82,0.36,14,0,145.04
221.26,232.03,0.33,111,0,224.04
206.36,211.49,0.52,104,0,210.09
248.95,255.16,0.24,12,0,244.59
256.46,247.41,0.27,66,1,248.68
294.91,313.17,0.6,11,0,307.66
101.45,111.06,0.49,124,1,108.65
77.69,91.79,0.57,100,0,79.07
450.09,469.83,0.7,59,1,514.15
285.83,302.43,0.44,179,0,285.67
460.31,469.0,0.51,24,0,461.2
441.52,451.37,0.35,153,1,453.9
388.25,398.31,0.8,17,1,454.0
285.85,267.16,0.7,6,0,316.16
195.12,208.84,0.48,40,0,198.02
436.52,425.35,0.31,43,0,433.13
206.48,202.48,0.72,12,0,229.7
373.37,370.99,0.58,191,0,356.1
325.19,314.77,0.31,36,0,326.26
344.17,335.3,0.74,33,0,365.85
319.84,322.5,0.48,23,0,324.76
485.76,492.01,0.51,43,0,487.97
346.77,328.43,0.56,94,0,344.55
253.05,239.01,0.41,109,0,252.67
364.72,358.38,0.78,149,0,385.03
123.93,109.16,0.4,141,0,118.69
400.7,394.9,0.39,13,0,413.9
90.36,99.72,0.34,7,0,92.5
236.93,224.39,1.0,103,0,247.29
90.06,80.93,0.61,47,0,91.96
310.49,311.38,0.58,105,1,329.92
364.01,365.45,0.44,139,0,368.43
190.84,194.35,0.6,156,0,189.1
258.97,259.61,0.26,39,0,239.17
136.46,143.14,0.32,87,0,139.49
133.04,123.97,0.83,141,0,134.81
170.61,165.62,0.35,137,1,180.83
271.64,277.26,0.17,15,0,261.58
363.87,362.91,0.36,36,0,358.82
282.43,281.8,0.14,43,0,262.37
232.2,219.01,0.4,160,0,221.61
225.59,225.53,0.39,172,0,220.33
232.31,247.21,0.59,105,0,232.88
405.22,391.94,0.74,154,0,418.58
121.01,116.7,0.36,194,1,123.17
171.22,162.58,0.56,141,0,167.15
350.86,346.4,0.25,19,0,333.71
75.21,71.56,0.51,161,1,74.87
79.81,98.09,0.37,4,0,84.05
209.56,199.6,0.63,161,0,199.79
97.99,116.56,1.0,8,0,114.61
58.31,40.79,0.66,15,1,57.8
101.03,98.38,0.44,116,1,110.41
428.95,432.69,0.45,171,0,411.65
113.37,126.45,0.0,120,0,107.11
354.93,336.46,0.11,82,0,324.13
491.69,479.67,0.76,109,0,522.88
474.92,471.32,0.6,16,0,494.05
453.13,471.37,0.7,96,0,486.65
223.5,241.21,0.51,42,1,240.88
213.5,218.68,0.7,22,0,215.46
151.4,170.37,0.66,30,1,168.66
473.16,458.78,0.46,145,0,464.22
328.23,313.47,0.76,117,0,346.79
157.63,161.23,0.27,166,1,148.19
388.94,377.7,0.76,139,0,410.58
227.05,212.33,0.5,55,0,226.54
183.6,200.86,0.89,6,0,210.72
245.57,242.28,0.39,194,0,234.37
150.88,145.24,0.59,53,1,155.79
146.97,150.72,0.21,47,1,147.51
387.17,375.02,0.73,144,0,409.8
438.09,426.61,0.48,167,0,415.54
360.59,369.87,0.52,70,0,366.01
59.96,61.02,0.45,25,0,62.67
398.4,402.68,0.4,3,0,418.04
272.29,255.71,0.61,70,0,271.79
464.24,471.62,0.32,95,0,462.14
291.82,278.23,0.49,92,1,303.03
81.12,75.04,0.61,191,1,80.3
277.95,259.26,0.28,109,0,253.32
382.8,387.0,0.31,52,0,382.3
279.12,286.07,0.45,36,0,278.7
307.33,288.06,0.34,74,0,301.57
302.57,296.08,0.35,194,1,308.87
427.5,422.17,0.48,14,1,470.58
376.17,391.53,0.82,32,0,406.52
253.44,245.47,0.27,86,0,232.53
442.58,435.89,0.55,94,1,466.44
224.78,224.91,0.59,167,0,219.71
244.24,237.53,0.56,170,1,244.18
449.76,459.98,0.33,27,0,453.27
142.36,150.17,0.76,189,0,147.62
495.71,490.68,0.44,159,0,480.74
302.21,305.54,0.81,130,0,321.74
229.38,239.72,0.29,53,0,212.96
438.13,426.05,0.6,99,0,431.37
148.7,139.01,0.53,196,0,141.63
495.78,486.4,1.0,142,1,561.7
280.18,288.45,0.62,55,1,294.19
397.91,381.91,0.3,39,0,390.83
340.63,329.88,0.46,138,0,341.59
324.09,336.38,0.66,7,0,334.67
445.03,463.96,0.72,169,0,466.9
312.17,297.9,0.28,0,0,298.53
254.22,259.43,0.37,162,0,249.32
113.02,119.85,0.51,191,0,106.24
99.49,94.04,0.24,87,0,86.18
327.98,313.61,0.57,198,1,326.9
326.49,307.61,0.51,35,0,324.84
126.07,141.38,0.65,24,0,129.5
103.62,93.42,0.55,17,0,105.58
255.65,251.66,0.29,60,0,240.92
480.05,494.32,0.58,130,0,480.61
263.59,265.92,0.41,138,0,266.73
